arrival_time,departure_time,shape_dist_traveled,stop_id,stop_sequence,timepoint,trip_id
17:50:00,17:50:00,,465,1,1,CITIBUS003017
17:50:00,17:50:00,,365,2,1,CITIBUS003017
17:51:00,17:51:00,,364,3,1,CITIBUS003017
17:52:00,17:52:00,,361,4,1,CITIBUS003017
17:54:00,17:54:00,,WID400,5,1,CITIBUS003017
17:55:00,17:55:00,,409,6,1,CITIBUS003017
17:56:00,17:56:00,,411,7,1,CITIBUS003017
08:12:00,08:12:00,,262,20,1,CITIBUS003002
17:56:00,17:56:00,,413,8,1,CITIBUS003017
17:59:00,17:59:00,,415,9,1,CITIBUS003017
18:00:00,18:00:00,,418,10,1,CITIBUS003017
18:01:00,18:01:00,,416,11,1,CITIBUS003017
18:04:00,18:04:00,,518,12,1,CITIBUS003017
18:06:00,18:06:00,,WID401,13,1,CITIBUS003017
18:07:00,18:07:00,,385,14,1,CITIBUS003017
18:08:00,18:08:00,,387,15,1,CITIBUS003017
18:09:00,18:09:00,,389,16,1,CITIBUS003017
18:10:00,18:10:00,,391,17,1,CITIBUS003017
08:14:00,08:14:00,,311,21,1,CITIBUS003002
18:11:00,18:11:00,,393,18,1,CITIBUS003017
18:11:00,18:11:00,,310,19,1,CITIBUS003017
18:12:00,18:12:00,,262,20,1,CITIBUS003017
18:14:00,18:14:00,,311,21,1,CITIBUS003017
18:15:00,18:15:00,,427,22,1,CITIBUS003017
18:16:00,18:16:00,,428,23,1,CITIBUS003017
18:16:00,18:16:00,,429,24,1,CITIBUS003017
18:17:00,18:17:00,,430,25,1,CITIBUS003017
18:17:00,18:17:00,,WID402,26,1,CITIBUS003017
